Name,City,Code,x,y,ISO3
Grayling Airport,Grayling,KGX,-160.065,62.894444,USA
Kerch Intl,Kerch,KHC,36.402761,45.372869,UKR
Khoram Abad Airport,Khorram Abad,KHD,48.282889,33.435378,IRN
Chernobayevka Airport,Kherson,KHE,32.5064,46.6758,UKR
Kashi,Kashi,KHG,76.019956,39.542922,CHN
Kaohsiung Intl,Kaohsiung,KHH,120.350006,22.577094,TWN
Jinnah Intl,Karachi,KHI,67.160797,24.906547,PAK
Khamti,Khamti,KHM,95.674444,25.988333,MMR
Changbei Intl,Nanchang,KHN,115.9,28.865,CHN
Khasab,Khasab,KHS,56.240569,26.170986,OMN
FOB Salerno,Khost,KHT,69.952,33.3334,AFG
Novy,Khabarovsk,KHV,135.188361,48.528044,RUS
Khwai River Lodge,Khwai River,KHW,23.7875,-19.149166,BWA
Kaieteur International Airport,Kaieteur Falls,KIA,-59.483333,5.163333,GUY
Kristianstad,Kristianstad,KID,14.085536,55.921686,SWE
Kineshma,Kineshma,KIE,42.15000001,57.45000001,RUS
Kingfisher Lake Airport,Kingfisher Lake,KIF,-89.8553,53.0125,CAN
Kish Island,Kish Island,KIH,53.980211,26.526156,IRN
Niigata,Niigata,KIJ,139.0646,37.5711,JPN
Kirkuk AB,Kirkuk,KIK,44.3483,35.17,IRQ
Kimberley,Kimberley,KIM,24.765167,-28.802834,ZAF
Norman Manley Intl,Kingston,KIN,-76.7875,17.935667,JAM
Kili Airport,Kili Island,KIO,169.12,5.64452,MHL
KIEV  INTERNATIONAL AIRPORT,KIEV,KIP,30.1808,50.1403,UKR
Kerry,Kerry,KIR,-9.523783,52.180878,IRL
Kisumu,Kisumu,KIS,34.728892,-0.086139,KEN
Kithira,Kithira,KIT,23.016978,36.274258,GRC
Chisinau Intl,Chisinau,KIV,28.930978,46.927744,MDA
Southdowns,Southdowns,KIW,28.149858,-12.900469,ZMB
Kansai,Osaka,KIX,135.244167,34.4347222,JPN
Emelyanovo,Krasnoyarsk,KJA,92.475,56.18,RUS
Kanas Airport,Burqin,KJI,86.998056,48.221111,CHN
Kerama Airport,Kerama,KJP,127.293333,26.168333,JPN
Koyuk Alfred Adams Airport,Koyuk,KKA,-161.154167,64.939444,USA
Kitoi Bay Seaplane Base,Kitoi Bay,KKB,-152.370556,58.190833,USA
Khon Kaen,Khon Kaen,KKC,102.783661,16.466628,THA
Kokoda Airport,Kokoda,KKD,147.731,-8.88468,PNG
Kerikeri,Kerikeri,KKE,173.911944,-35.262779,NZL
Kongiganak Airport,Kongiganak,KKH,-162.881111,59.960833,USA
New Kitakyushu,Kitakyushu,KKJ,131.034689,33.845942,JPN
Hoybuktmoen,Kirkenes,KKN,29.891295,69.725781,NOR
Kaukura,Kaukura Atoll,KKR,-146.884769,-15.663333,PYF
Kikwit,Kikwit,KKW,18.785631,-5.035767,COD
Kikai Airport,Kikai,KKX,129.928056,28.321389,JPN
Kaolack,Kaolack,KLC,-16.051297,14.146881,SEN
Migalovo,Tver,KLD,35.757678,56.824736,RUS
Grabtsevo,Kaluga,KLF,36.367,54.55,RUS
Kalskag Airport,Kalskag,KLG,-160.341,61.5363,USA
Kolhapur,Kolhapur,KLH,74.289353,16.664658,IND
Kalokol,Kalokol,KLK,35.84,3.49,KEN
Levelock Airport,Levelock,KLL,-156.858611,59.128056,USA
Larsen Bay Airport,Larsen Bay,KLN,-153.976667,57.535,USA
Kalibo,Kalibo,KLO,122.376294,11.679431,PHL
Kalmar,Kalkmar,KLR,16.287578,56.685531,SWE
Kelso Longview,Kelso,KLS,-122.898389,46.118,USA
Woerthersee International Airport,Klagenfurt,KLU,14.337739,46.642514,AUT
Karlovy Vary,Karlovy Vary,KLV,12.914983,50.202978,CZE
Klawock Airport,Klawock,KLW,-133.076111,55.579167,USA
Kalamata,Kalamata,KLX,22.025525,37.068319,GRC
Kleinsee,Kleinsee,KLZ,17.094006,-29.688403,ZAF
Kerema Airport,Kerema,KMA,145.771,-7.96361,PNG
Kamembe,Kamembe,KME,28.90795,-2.462242,RWA
Wujiaba,Kunming,KMG,102.743536,24.992364,CHN
Miyazaki,Miyazaki,KMI,131.448611,31.877222,JPN
Kumamoto,Kumamoto,KMJ,130.85505,32.837319,JPN
Kamina Base,Kamina Base,KMN,25.252897,-8.642025,COD
Manokotak Airport,Manokotak,KMO,-159.05,58.990278000000004,USA
Keetmanshoop,Keetmanshoop,KMP,18.1114,-26.5397,NAM
Komatsu,Kanazawa,KMQ,136.406544,36.394611,JPN
Kumasi Airport,Kumasi,KMS,-1.59082,6.71456,GHA
Kisimayu,Kismayu,KMU,42.459233,-0.377353,SOM
Kalay Airport,Kalemyo,KMV,94.051094,23.188811,MMR
Sokerkino,Kostroma,KMW,41.0204,57.7961,RUS
Moser Bay Seaplane Base,Moser Bay,KMY,-154.145833,57.025556,USA
Jinggangshan,Jian,KNC,114.737222,26.8575,CHN
Kindu,Kindu,KND,25.915361,-2.919178,COD
Marham,Marham,KNF,0.550692,52.648353,GBR
Kaimana,Kaimana,KNG,133.695553,-3.644517,IDN
Shang Yi,Kinmen,KNH,118.359197,24.427892,TWN
Kankan,Kankan,KNN,-9.227499,10.448333,GIN
Knokke-Heist Westkapelle Heliport,Knokke,KNO,3.29306,51.3222,BEL
Kapanda Airport,Kapanda,KNP,15.456111,-9.771944,AGO
Kone,Kone,KNQ,164.837806,-21.053428,NCL
King Island Airport,King Island,KNS,143.878,-39.8775,AUS
Kanpur,Kanpur,KNU,80.364864,26.441444,IND
New Stuyahok Airport,New Stuyahok,KNW,-157.328,59.4499,USA
Kununurra,Kununurra,KNX,128.7075,-15.778056,AUS
Kona Intl At Keahole,Kona,KOA,-156.045631,19.738767,USA
Koumac,Koumac,KOC,164.255625,-20.546314,NCL
El Tari,Kupang,KOE,123.671136,-10.171583,IDN
Kirkwall,Kirkwall,KOI,-2.905,58.957778,GBR
Kagoshima,Kagoshima,KOJ,130.719408,31.803397,JPN
Kruunupyy,Kruunupyy,KOK,23.143131,63.721172,FIN
Kontum Airport,Kontum,KON,108.017,14.35,VNM
Nakhon Phanom,Nakhon Phanom,KOP,104.643022,17.383794,THA
Sihanoukville,Sihanoukville,KOS,103.636828,10.579686,KHM
Kotlik Airport,Kotlik,KOT,-163.532778,63.030556,USA
Koulamoutou Airport,Koulamoutou,KOU,12.4413,-1.18461,GAB
Kokshetau Airport,Kokshetau,KOV,69.5946,53.3291,KAZ
Ganzhou Airport,Ganzhou,KOW,114.912,25.8258,CHN
Koln HBF,Koln,KOX,6.958056,50.9425,DEU
Olga Bay Seaplane Base,Olga Bay,KOY,-154.229722,57.161389,USA
Ouzinkie Airport,Ouzinkie,KOZ,-152.500511,57.922876,USA
Point Baker Seaplane Base,Point Baker,KPB,-133.6225,56.351944,USA
Port Clarence Coast Guard Station,Port Clarence,KPC,-166.859,65.2537,USA
Kipnuk Airport,Kipnuk,KPN,-164.030556,59.933056,USA
Pohang,Pohang,KPO,129.420486,35.987858,KOR
Port Williams Seaplane Base,Port Williams,KPR,-152.582222,58.49,USA
Perryville Airport,Perryville,KPV,-159.160833,55.906667,USA
Port Bailey Seaplane Base,Port Bailey,KPY,-153.040556,57.93,USA
Akutan Seaplane Base,Akutan,KQA,-165.785,54.1325,USA
Karumba Airport,Karumba,KRB,140.83,-17.4567,AUS
Kramfors Solleftea,Kramfors,KRF,17.768856,63.048597,SWE
Redhill Aerodrome,Redhill,KRH,-0.13861,51.213612,GBR
Kikori Airport,Kikori,KRI,144.25,-7.42438,PNG
Balice,Krakow,KRK,19.784836,50.077731,POL
Korla Airport,Korla,KRL,86.1289,41.6978,CHN
Kiruna,Kiruna,KRN,20.336764,67.821986,SWE
Kurgan Airport,Kurgan,KRO,65.4156,55.4753,RUS
Karup,Karup,KRP,9.124628,56.297458,DNK
Pashkovskiy,Krasnodar,KRR,39.170539,45.034689,RUS
Kjevik,Kristiansand,KRS,8.085369,58.204214,NOR
Khartoum,Khartoum,KRT,32.553161,15.589497,SDN
Kerio Valley,Kimwarer,KRV,35.3954,0.1912,KEN
Turkmenbashi,Krasnovodsk,KRW,53.007222,40.063333,TKM
Karamay Airport,Karamay,KRY,84.883,45.617,CHN
Basango Mboliasa Airport,Kiri,KRZ,19.024,-1.435,COD
Kosrae,Kosrae,KSA,162.958386,5.356975,FSM
Kosice,Kosice,KSC,21.241112,48.663055,SVK
Karlstad Airport,Karlstad,KSD,13.3374,59.4447,SWE
Kassel Calden,Kassel,KSF,9.377631,51.408394,DEU
Shahid Ashrafi Esfahani,Bakhtaran,KSH,47.158128,34.345853,IRN
Kissidougou,Kissidougou,KSI,-10.124443,9.160556,GIN
Kasos,Kasos,KSJ,26.910047,35.421358,GRC
Karlskoga,Karlskoga,KSK,14.495922,59.345867,SWE
Kassala,Kassala,KSL,36.328842,15.387494,SDN
St Marys Airport,St Mary's,KSM,-163.302,62.0605,USA
Kostanay West Airport,Kostanay,KSN,63.550278,53.206944,KAZ
Aristotelis,Kastoria,KSO,21.282186,40.446294,GRC
Karshi Khanabad Airport,Khanabad,KSQ,65.9215,38.8336,UZB
Kvernberget,Kristiansund,KSU,7.824522,63.111781,NOR
Kars Airport,Kars,KSY,43.115002,40.562222,TUR
Kotlas Airport,Kotlas,KSZ,46.6975,61.2358,RUS
Karratha,Karratha,KTA,116.773333,-20.712222,AUS
Thorne Bay Seaplane Base,Thorne Bay,KTB,-132.536667,55.688056,USA
Kitadaito,Kitadaito,KTD,131.326944,25.944722,JPN
Kerteh,Kerteh,KTE,103.426756,4.537222,MYS
Takaka Aerodrome,Takaka,KTF,172.8,-40.85,NZL
Rahadi Usman,Ketapang,KTG,109.963483,-1.816639,IDN
Kratie Airport,Kratie,KTI,106.055,12.4905,KHM
Kitale,Kitale,KTL,34.958556,0.971989,KEN
Tribhuvan Intl,Kathmandu,KTM,85.3591,27.696583,NPL
Ketchikan Intl,Ketchikan,KTN,-131.71375,55.355556,USA
Tinson Pen,Kingston,KTP,-76.823761,17.988558,JAM
Tindal Airport,Katherine,KTR,132.378,-14.5211,AUS
Brevig Mission Airport,Brevig Mission,KTS,-166.465833,65.331389,USA
Kittila,Kittila,KTT,24.84685,67.701022,FIN
Kota,Kota,KTU,75.845631,25.160219,IND
Pyrzowice,Katowice,KTW,19.080019,50.474253,POL
Kuantan,Kuantan,KUA,103.209056,3.775389,MYS
Kuria Airport,Kuria,KUC,173.410556,0.228611,KIR
Kudat Airport,Kudat,KUD,116.836,6.9225,MYS
Kurumoch,Samara,KUF,50.15,53.5,RUS
Kubin Airport,Kubin,KUG,142.218,-10.225,AUS
Kushiro Airport,Kushiro,KUH,144.193,43.041,JPN
Kasigluk Airport,Kasigluk,KUK,-162.524444,60.873333,USA
Kuala Lumpur Intl,Kuala Lumpur,KUL,101.709917,2.745578,MYS
Yakushima,Yakushima,KUM,130.659017,30.385569,JPN
Kaunas Intl,Kaunas,KUN,24.084778,54.963919,LTU
Kuopio,Kuopio,KUO,27.797756,63.00715,FIN
Kulusuk,Kulusuk,KUS,-37.1166667,65.566667,GRL
Kopitnari,Kutaisi,KUT,42.482583,42.176653,GEO
Kullu Manali,Kulu,KUU,77.154367,31.876706,IND
Kunsan Air Base,Kunsan,KUV,126.615906,35.903756,KOR
Kamusi Airport,Kamusi,KUY,143.122,-7.42035,PNG
Megas Alexandros Intl,Kavala,KVA,24.619223,40.913306,GRC
Skovde,Skovde,KVB,13.972672,58.4564,SWE
King Cove Airport,King Cove,KVC,-162.266,55.1163,USA
Ganja Airport,Ganja,KVD,46.3176,40.7377,AZE
Kavieng Airport,Kavieng,KVG,150.808,-2.5794,PNG
Kirovsk-Apatity Airport,Apatity,KVK,33.5883,67.4633,RUS
Kivalina Airport,Kivalina,KVL,-164.563,67.7362,USA
Pobedilovo Airport,Kirov,KVX,49.3483,58.5033,RUS
Bucholz Aaf,Kwajalein,KWA,167.731661,8.720122,MHL
Longdongbao,Guiyang,KWE,106.800703,26.538522,CHN
Lozuvatka International Airport,Krivoy Rog,KWG,33.21,48.0433,UKR
Kuwait Intl,Kuwait,KWI,47.968928,29.226567,KWT
Gwangju,Kwangju,KWJ,126.808889,35.126389,KOR
Kwigillingok Airport,Kwigillingok,KWK,-163.168611,59.876389,USA
Liangjiang,Guilin,KWL,110.039197,25.218106,CHN
Kowanyama Airport,Kowanyama,KWM,141.751,-15.4856,AUS
Quinhagak Airport,Quinhagak,KWN,-161.845278,59.755,USA
West Point Village Seaplane Base,West Point,KWP,-153.548889,57.77,USA
Kwethluk Airport,Kwethluk,KWT,-161.443611,60.790278,USA
Kiwayu (Mkononi) Airport,Kiwayu,KWY,41.2975,-1.96056,KEN
Kolwezi,Kolwezi,KWZ,25.505714,-10.765886,COD
Koro Island Airport,Koro Island,KXF,-17.3458,-17.3458,FJI
Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,KXK,136.934,50.4094,RUS
Konya,Konya,KYA,32.561861,37.979,TUR
Lanyu,Lanyu,KYD,121.533642,22.028842,TWN
Karuluk Airport,Karluk,KYK,-154.450278,57.566944,USA
Kyaukpyu,Kyaukpyu,KYP,93.534836,19.426447,MMR
Kayes Dag Dag,Kayes,KYS,-11.404397,14.481233,MLI
Koyukuk Airport,Koyukuk,KYU,-157.730556,64.875833,USA
Kyzyl Airport,Kyzyl,KYZ,94.4006,51.6694,RUS
Zachar Bay Seaplane Base,Zachar Bay,KZB,-153.75,57.55,USA
Filippos,Kozani,KZI,21.840834,40.28611,GRC
Kazan,Kazan,KZN,49.278728,55.606186,RUS
Kzyl-Orda,Kzyl-Orda,KZO,65.591,44.709,KAZ
Zafer,Kutahya,KZR,30.13,39.111389,TUR
Kastelorizo,Kastelorizo,KZS,29.566656,36.127777,GRC
Furnace Creek,Death Valley National Park,L06,-116.515,36.273,USA
Big Bear City,Big Bear,L35,-116.8560278,34.2637778,USA
Lamar Muni,Lamar,LAA,-102.6885,38.069694,USA
Layang Layang Airport,Layang Layang Atoll,LAC,113.841667,7.372222,MYS
Luanda 4 De Fevereiro,Luanda,LAD,13.231178,-8.858375,AGO
Nadzab,Nadzab,LAE,146.726242,-6.569828,PNG
Purude University Airport,Lafayette,LAF,-86.9368889,40.4123056,USA
Lannion,Lannion,LAI,-3.471656,48.754378,FRA
Aklavik,Aklavik,LAK,-135.005833,68.223333,CAN
Lakeland Linder Regional Airport,Lakeland,LAL,-82.0185556,27.9889167,USA
Los Alamos Airport,Los Alamos,LAM,-106.2694153,35.8798019,USA
Capital City,Lansing,LAN,-84.587357,42.7787,USA
Laoag Intl,Laoag,LAO,120.531522,18.178092,PHL
General Manuel Marquez De Leon Intl,La Paz,LAP,-110.362475,24.072694,MEX
La Abraq Airport,Al Bayda',LAQ,21.964333,32.788673,LBY
Laramie Regional Airport,Laramie,LAR,-105.675,41.3121,USA
Mc Carran Intl,Las Vegas,LAS,-115.15225,36.080056,USA
Lamu Manda,Lamu,LAU,40.913097,-2.252417,KEN
Lawton-Fort Sill Regional Airport,Lawton,LAW,-98.4166367,34.5677144,USA
Los Angeles Intl,Los Angeles,LAX,-118.408075,33.942536,USA
Ladysmith,Ladysmith,LAY,29.749722,-28.581667,ZAF
Bom Jesus Da Lapa,Bom Jesus Da Lapa,LAZ,-43.408114,-13.262086,BRA
Leeds Bradford,Leeds,LBA,-1.660569,53.865897,GBR
Lubbock Preston Smith Intl,Lubbock,LBB,-101.822778,33.663639,USA
Lubeck Blankensee,Luebeck,LBC,10.719222,53.805367,DEU
Khudzhand Airport,Khudzhand,LBD,69.6947,40.2154,TJK
Arnold Palmer Regional Airport,Latrobe,LBE,-79.4048,40.2759,USA
North Platte Regional Airport Lee Bird Field,North Platte,LBF,-100.684,41.1262,USA
Le Bourget,Paris,LBG,2.441389,48.969444,FRA
Le Sequestre,Albi,LBI,2.113056,43.913887,FRA
Mutiara Ii,Labuhan Bajo,LBJ,119.88905,-8.486656,IDN
Liberal Muni,Liberal,LBL,-100.95986,37.044222,USA
Long Banga Airport,Long Banga,LBP,115.454,3.18495,MYS
Lambarene,Lambarene,LBQ,10.245722,-0.704389,GAB
Labrea Airport,Labrea,LBR,-64.797778,-7.258889,BRA
Labasa Airport,Lambasa,LBS,179.33986,-16.466749,FJI
Municipal Airport,Lumberton,LBT,-79.0595556,34.6098056,USA
Labuan,Labuan,LBU,115.250181,5.300683,MYS
Leon M Ba,Libreville,LBV,9.412283,0.4586,GAB
Long Bawan Airport,Long Bawan-Borneo Island,LBW,115.683,3.867,IDN
Lubang Community Airport,Lubang,LBX,121.105833,13.855833,PHL
Lucapa Airport,Lucapa,LBZ,20.732222,-8.443056,AGO
Larnaca,Larnaca,LCA,33.62485,34.875117,CYP
Lecce,Lecce,LCC,18.133325,40.239228,ITA
Goloson Intl,La Ceiba,LCE,-86.853036,15.742481,HND
A Coruna,La Coruna,LCG,-8.377256,43.302061,ESP
Lake Charles Rgnl,Lake Charles,LCH,-93.223335,30.126112,USA
LÃ³dz Wladyslaw Reymont Airport,Lodz,LCJ,19.398133,51.721881,POL
Rickenbacker Intl,Columbus,LCK,-82.927822,39.813786,USA
La Coloma,La Coloma,LCL,-83.642111,22.336261,CUB
Lake City Municipal Airport,Lake City,LCQ,-82.576944,30.181944,USA
La Chorrera Airport,La Chorrera,LCR,-73.016667,-0.733333,COL
Longyan Airport,Longyan,LCX,116.746389,25.674167,CHN
City,London,LCY,0.055278,51.505278,GBR
Londrina,Londrina,LDB,-51.130072,-23.333625,BRA
Lourdes,Tarbes,LDE,-0.006439,43.178675,FRA
Leshukonskoye Airport,Arkhangelsk,LDG,45.722778,64.895833,RUS
Lord Howe Island Airport,Lord Howe Island,LDH,159.077,-31.5383,AUS
Kikwetu Airport,Lindi,LDI,39.7578,-9.85111,TZA
Linden Airport,Linden,LDJ,-74.2445942,40.6174472,USA
Lidkoping,Lidkoping,LDK,13.174414,58.465522,SWE
Lamidanda,Lamidanda,LDN,86.670044,27.253117,NPL
Laduani Airstrip,Laduani,LDO,-55.4075,4.3754,SUR
Lahad Datu,Lahad Datu,LDU,118.324036,5.032247,MYS
Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,LDX,-54.034444,5.483056,GUF
City of Derry,Londonderry,LDY,-7.161111,55.042778,GBR
Londolozi,Londolozi,LDZ,31.5,-24.8333,ZAF
Learmonth,Learmonth,LEA,114.088611,-22.235556,AUS
Lebanon Municipal Airport,Lebanon,LEB,-72.3042,43.6261,USA
Chapada Diamantina Airport,LenÃ§Ã³is,LEC,-41.277,-12.4823,BRA
Pulkovo,St. Petersburg,LED,30.262503,59.800292,RUS
Octeville,Le Havre,LEH,0.088056,49.533889,FRA
Almeria,Almeria,LEI,-2.370097,36.843936,ESP
Leipzig Halle,Leipzig,LEJ,12.241633,51.432447,DEU
Labe,Labe,LEK,-12.28685,11.326058,GIN
Lake Evella Airport,Lake Evella,LEL,135.806,-12.4989,AUS
Leon Airport,Leon,LEN,-5.655556,42.589,ESP
Land's End / St. Just Airport,Land's End,LEQ,-5.67056,50.1028,GBR
Leinster Airport,Leinster,LER,120.703,-27.8433,AUS
Leuterschach BF,Leuterschach,LES,10.601,47.75,DEU
Alfredo Vasquez Cobo,Leticia,LET,-69.943163,-4.193549,COL
Seo De Urgel,Seo De Urgel,LEU,1.409167,42.338611,ESP
Levuka Airfield,Levuka,LEV,178.83333,-17.68333,FJI
Lewiston Maine,Lewiston,LEW,-70.2835075,44.0484728,USA
Blue Grass,Lexington KY,LEX,-84.605889,38.0365,USA
Lelystad Airport,Lelystad,LEY,5.52722,52.4603,NLD
Langley Afb,Hampton,LFI,-76.360547,37.082881,USA
Angelina Co,Lufkin,LFK,-94.75,31.234014,USA
La Fria,La Fria,LFR,-72.271028,8.239167,VEN
Lafayette Rgnl,Lafayette,LFT,-91.987611,30.205278,USA
Gnassingbe Eyadema Intl,Lome,LFW,1.254511,6.165611,TGO
La Guardia,New York,LGA,-73.872608,40.777245,USA
Long Beach,Long Beach,LGB,-118.151611,33.817722,USA
LaGrange-Callaway Airport,LaGrange,LGC,-85.0726111,33.0088611,USA
Liege,Liege,LGG,5.443222,50.637417,BEL
Deadmans Cay,Dead Man's Cay,LGI,-75.093597,23.179014,BHS
Langkawi Intl,Pulau,LGK,99.728667,6.329728,MYS
Long Lellang Airport,Long Datih,LGL,115.154,3.421,MYS
Langeoog Airport,Langeoog,LGO,7.49778,53.7425,DEU
Legazpi,Legazpi,LGP,123.746247,13.157064,PHL
Nueva Loja Airport,Lago Agrio,LGQ,-76.8675,0.093056,ECU
Malargue,Malargue,LGS,-69.574267,-35.493597,ARG
Logan-Cache,Logan,LGU,-111.852,41.791,USA
Gatwick,London,LGW,-0.190278,51.148056,GBR
Lahr Airport,Lahr,LHA,7.82772,48.3693,DEU
Caballococha Airport,Caballococha,LHC,-70.508225,-3.916858,PER
Lake Hood Seaplane Base,Anchorage,LHD,-149.9653918,61.1866382,USA
Allama Iqbal Intl,Lahore,LHE,74.403594,31.521564,PAK
Lightning Ridge Airport,Lightning Ridge,LHG,147.984,-29.4567,AUS
Heathrow,London,LHR,-0.461389,51.4775,GBR
Las Heras Airport,Las Heras,LHS,-68.951111,-46.533056,ARG
William T. Piper Mem.,Lock Haven,LHV,-77.4223056,41.1357778,USA
Lanzhou Airport,Lanzhou,LHW,103.617,36.117,CHN
La Junta Muni,La Junta,LHX,-103.509431,38.049719,USA
Valkenburg,Valkenburg,LID,4.417944,52.166139,NLD
Lifou,Lifou,LIF,167.239864,-20.7748,NCL
Bellegarde,Limoges,LIG,1.179444,45.862778,FRA
Lihue,Lihue,LIH,-159.338958,21.975983,USA
Likiep Airport,Likiep Island,LIK,169.308,9.82316,MHL
Lesquin,Lille,LIL,3.089444,50.561942,FRA
Jorge Chavez Intl,Lima,LIM,-77.114319,-12.021889,PER
Linate,Milan,LIN,9.276739,45.445103,ITA
Limon Intl,Limon,LIO,-83.022006,9.957961,CRI
Lins,Lins,LIP,-49.730519,-21.664039,BRA
Lisala,Lisala,LIQ,21.496906,2.170658,COD
Daniel Oduber Quiros Intl,Liberia,LIR,-85.544408,10.593289,CRI
Lisboa,Lisbon,LIS,-9.135919,38.781311,PRT
Adams Fld,Little Rock,LIT,-92.224306,34.729444,USA
Livingood Airport,Livingood,LIV,-148.541111,65.531111,USA
Loikaw Airport,Loikaw,LIW,97.214825,19.691494,MMR
Lodja Airport,Lodja,LJA,23.45,-3.417,COD
Lijiang Airport,Lijiang,LJG,100.23333,26.883333,CHN
Ljubljana,Ljubljana,LJU,14.457611,46.223686,SVN
Lakeba Island Airport,Lakeba Island,LKB,-178.817,-18.1992,FJI
Kenmore Air Harbor Seaplane Base,Seattle,LKE,-122.339,47.629,USA
Lokichoggio Airport,Lokichoggio,LKG,34.348186,4.204117,KEN
Long Akah Airport,Long Akah,LKH,114.783,3.3,MYS
Banak,Lakselv,LKL,24.973489,70.068814,NOR
Leknes Airport,Leknes,LKN,13.6094,68.1525,NOR
Lucknow,Lucknow,LKO,80.889339,26.760594,IND
Lake Placid Airport,Lake Placid,LKP,-73.961944,44.264444,USA
Sazena,Sazena,LKS,14.1532,50.1929,CZE
Lake Manyara,Lake Manyara,LKY,35.818278,-3.376306,TZA
Kallax,Lulea,LLA,22.121989,65.543758,SWE
Yongzhou Lingling Airport,Yongzhou,LLF,111.612222,26.345556,CHN
Lalibella,Lalibella,LLI,38.979969,11.975014,ETH
Lankaran International Airport,Lankaran,LLK,48.817778,38.746389,AZE
Alluitsup Paa Heliport,Alluitsup Paa,LLU,-45.5778,60.4644,GRL
Kamuzu Intl,Lilongwe,LLW,33.781,-13.789378,MWI
La Macarena,La Macarena,LMC,-73.7875,2.179167,COL
Arnage,Le Mans,LME,0.201667,47.948611,FRA
Lae Airport,Lae,LML,166.265556,8.921667,MHL
Valle Del Fuerte Intl,Los Mochis,LMM,-109.080806,25.685194,MEX
Limbang,Limbang,LMN,115.010439,4.808303,MYS
Lossiemouth,Lossiemouth,LMO,-3.339169,57.705214,GBR
Lampedusa,Lampedusa,LMP,12.618083,35.497914,ITA
Klamath Falls Airport,Klamath Falls,LMT,-121.733,42.1561,USA
Lake Murray Airport,Lake Murray,LMY,141.494,-7.00992,PNG
Palm Beach Co Park,West Palm Beach,LNA,-80.085056,26.593,USA
Lamen Bay Airport,Lamen Bay,LNB,168.159,-16.5842,VUT
Lindau HBF,Lindau,LND,9.688,47.5489,DEU
Lonorore Airport,Lonorore,LNE,168.172,-15.8656,VUT
Lincang Airport,Lincang,LNJ,100.025,23.738333,CHN
Lincoln,Lincoln,LNK,-96.75925,40.850971,USA
Lost Nation Municipal Airport,Willoughby,LNN,-81.38975,41.6840278,USA
Leonora Airport,Leonora,LNO,121.315,-28.8781,AUS
Tri-County Regional Airport,Lone Rock,LNR,-90.181667,43.211667,USA
Lancaster Airport,Lancaster,LNS,-76.2961,40.1217,USA
Londolovit Airport,Londolovit,LNV,152.629,-3.04361,PNG
Lanai,Lanai,LNY,-156.951419,20.785611,USA
Linz,Linz,LNZ,14.187511,48.233219,AUT
Longana Airport,Longana,LOD,167.967,-15.3067,VUT
Loei,Loei,LOE,101.722064,17.439133000000002,THA
Camilo Ponce Enriquez Airport,La Toma (Catamayo),LOH,-79.3719,-3.99589,ECU
Lodwar,Lodwar,LOK,35.608692,3.121967,KEN
Laghouat,Laghouat,LOO,2.928344,33.764383,DZA
Lombok International Airport,Praya,LOP,116.276675,-8.7573222,IDN
Murtala Muhammed,Lagos,LOS,3.321156,6.577369,NGA
Lewis University Airport,Lockport,LOT,-88.083003,41.606326,USA
Bowman Fld,Louisville,LOU,-85.663722,38.228,USA
Monclova Intl,Monclova,LOV,-101.470136,26.955733,MEX
London-Corbin Airport-MaGee Field,London,LOZ,-84.0773889,37.0868889,USA
Gran Canaria,Gran Canaria,LPA,-15.386586,27.931886,ESP
El Alto Intl,La Paz,LPB,-68.192256,-16.513339,BOL
Lompoc Airport,Lompoc,LPC,-120.4675,34.6656,USA
La Pedrera Airport,La Pedrera,LPD,-69.58,-1.33,COL
La Plata,La Plata,LPG,-57.894694,-34.972222,ARG
Saab,Linkoeping,LPI,15.680508,58.40615,SWE
Lipetsk Airport,Lipetsk,LPK,39.5378,52.7028,RUS
Liverpool,Liverpool,LPL,-2.849722,53.333611,GBR
Lamap Airport,Lamap,LPM,167.823,-16.454,VUT
Lappeenranta,Lappeenranta,LPP,28.144397,61.044553,FIN
Luang Phabang Intl,Luang Prabang,LPQ,102.160764,19.897914,LAO
Lorain County Regional Airport,Lorain-Elyria,LPR,-82.1776389,41.3442778,USA
Lopez Island Airport,Lopez,LPS,-122.938,48.4839,USA
Lampang,Lampang,LPT,99.504167,18.270933,THA
Long Apung Airport,Long Apung-Borneo Island,LPU,115.6,0.583,IDN
Liepaja Intl,Liepaja,LPX,21.096944,56.5175,LVA
Loudes,Le Puy,LPY,3.762889,45.080689,FRA
Caucaya Airport,Puerto LeguÃ­zamo,LQM,-74.77,-0.18,COL
Larisa,Larissa,LRA,22.4655,39.650253,GRC
Laredo Intl,Laredo,LRD,-99.461556,27.54375,USA
Longreach Airport,Longreach,LRE,144.28,-23.4342,AUS
Little Rock Afb,Jacksonville,LRF,-92.149722,34.916944,USA
La Rochelle-Ile de Re,La Rochelle,LRH,-1.19528,46.1792,FRA
Niamtougou International,Niatougou,LRL,1.09125,9.767333,TGO
Casa De Campo Intl,La Romana,LRM,-68.911833,18.450711,DOM
Lar Airport,Lar,LRR,54.383278,27.674725,IRN
Leros,Leros,LRS,26.800289,37.184903,GRC
Lann Bihoue,Lorient,LRT,-3.44,47.760555,FRA
Las Cruces Intl,Las Cruces,LRU,-106.921972,32.289417,USA
Gran Roque Airport,Los Roques,LRV,-66.67,11.95,VEN
Losuia Airport,Losuia,LSA,151.081,-8.50582,PNG
