Name,City,Code,x,y,ISO3
Luau Airport,Luau,UAL,22.23110008239746,-10.715800285339355,AGO
Booue Airport,Booue,BGB,11.9438,-0.1075,GAB
Tchongorove Airport,Iguela,IGE,9.3092,-1.9223,GAB
Sette Cama Airport,Sette Cama,ZKM,9.767000198364258,-2.5329999923706055,GAB
Foya Airport,Foya,FOY,-10.2269,8.3513,LBR
Angoche Airport,Angoche,ANO,39.94521713256836,-16.181869506835938,MOZ
Ponta do Ouro Airport,Ponta do Ouro,PDD,32.837707519531,-26.828552246094,MOZ
Xai-Xai Airport,Xai-Xai,VJB,33.62739944458008,-25.037799835205078,MOZ
Fossil Downs Airport,Fossil Downs Station,FSL,125.7873,-18.1321,AUS
Haley Army Airfield,Fort Sheridan,FSN,-87.817,42.221,USA
Denis Island Airport,Denis Island,DEI,55.666901,-3.80222,SYC
Fr̩gate Island Airport,Fr̩gate Island,FRK,55.950001,-4.583,SYC
Bongor Airport,Bongor,OGR,15.381099700927734,10.288100242614746,TCD
Lai Airport,Lai,LTC,16.3125,9.3979,TCD
Ati Airport,Ati,ATV,18.31329917907715,13.238900184631348,TCD
Bokoro Airport,Bokoro,BKR,17.066999435424805,12.383000373840332,TCD
Bol Airport,Bol,OTC,14.739399909973145,13.443300247192383,TCD
Mongo Airport,Mongo,MVO,18.674999237060547,12.166999816894531,TCD
Pala Airport,Pala,PLF,14.925000190734863,9.378060340881348,TCD
Bousso Airport,Bousso,OUT,16.716999053955078,10.482999801635742,TCD
Mao Airport,Mao,AMO,15.314399719238281,14.145600318908691,TCD
Chipinge Airport,Chipinge,CHJ,32.628299713134766,-20.20669937133789,ZWE
Mahenye Airport,Gonarezhou National Park,MJW,32.3336,-21.231,ZWE
Salima Airport,Salima,LMB,34.5841884613,-13.755892702500002,MWI
Lebakeng Airport,Lebakeng,LEF,28.65559959411621,-29.89080047607422,LSO
Leribe Airport,Leribe,LRB,28.052799224853516,-28.855600357055664,LSO
Mafeteng Airport,Mafeteng,MFC,27.243600845336914,-29.80109977722168,LSO
Mokhotlong Airport,Mokhotlong,MKH,29.072799682617188,-29.28179931640625,LSO
Nkaus Airport,Nkaus,NKU,28.196899414062,-30.021699905396,LSO
Pelaneng Airport,Pelaneng,PEL,28.505300521850586,-29.1205997467041,LSO
Quthing Airport,Quthing,UTG,27.693300247192383,-30.407499313354492,LSO
Qacha's Nek Airport,Qacha's Nek,UNE,28.671899795532227,-30.1117000579834,LSO
Sehonghong Airport,Sehonghong,SHK,28.76889991760254,-29.730899810791016,LSO
Sekakes Airport,Sekakes,SKQ,28.37030029296875,-30.03890037536621,LSO
Semonkong Airport,Semonkong,SOK,28.059999465942383,-29.838600158691406,LSO
Seshutes Airport,Seshutes,SHZ,28.55229949951172,-29.26759910583496,LSO
Thaba-Tseka Airport,Thaba-Tseka,THB,28.615800857543945,-29.52280044555664,LSO
Tlokoeng Airport,Tlokoeng,TKO,28.882999420166016,-29.232999801635742,LSO
Luozi Airport,Luozi,LZI,14.133000373840332,-4.949999809265137,COD
N'Kolo-Fuma Airport,N'Kolo-Fuma,NKL,14.8169,-5.421,COD
Idiofa Airport,Idiofa,IDF,19.600000381469727,-5,COD
Lusanga Airport,Lusanga,LUS,18.716999053955078,-4.800000190734863,COD
Masi Manimba Airport,Masi Manimba,MSM,17.850000381469727,-4.7829999923706055,COD
Libenge Airport,Libenge,LIE,18.632999420166016,3.632999897003174,COD
Yangambi Airport,Yangambi,YAN,24.466999053955078,0.7829999923706055,COD
Kinkungwa Airport,Kalima,KLY,26.733999252319336,-2.578000068664551,COD
Punia Airport,Punia,PUN,26.33300018310547,-1.3669999837875366,COD
Pweto Airport,Pweto,PWO,28.882999420166016,-8.467000007629395,COD
Kasenga Airport,Kasenga,KEC,28.632999420166016,-10.350000381469727,COD
Manono Airport,Manono,MNO,27.394399642944336,-7.2888898849487305,COD
Moba Airport,Moba,BDV,29.783000946044922,-7.066999912261963,COD
Kabalo Airport,Kabalo,KBO,26.91699981689453,-6.083000183105469,COD
Kapanga Airport,Kapanga,KAP,22.58300018310547,-8.350000381469727,COD
Kaniama Airport,Kaniama,KNM,24.149999618530273,-7.583000183105469,COD
Luiza Airport,Luiza,LZA,22.399999618530273,-7.183000087738037,COD
Lusambo Airport,Lusambo,LBO,23.378299713134766,-4.961669921875,COD
Mweka Airport,Mweka,MEW,21.549999237060547,-4.849999904632568,COD
Basongo Airport,Basongo,BAN,20.414891,-4.315802,COD
Gandajika Airport,Gandajika,GDJ,23.950001,-6.733,COD
Gabbs Airport,Gabbs,GAB,-117.958999634,38.924098968500005,USA
Koutiala Airport,Koutiala,KTX,-5.4670000076293945,12.383000373840332,MLI
Nara Airport,Nara,NRM,-7.267000198364258,15.217000007629395,MLI
Hoy/Longhope Airfield,Orkney Isle,HOY,-3.216076,58.791779,GBR
Dornoch Airfield,Dornoch,DOC,-4.023,57.868999,GBR
Flotta Isle Airport,Flotta Isle,FLH,-3.1427800655365,58.825801849365,GBR
Garbaharey Airport,Garbaharey,GBM,42.21309,3.32294,SOM
Gravatai Airport,Gravatai,GCV,-50.98505,-29.9494,BRA
Pope Field,Greenfield,GFD,-85.7360992432,39.790298461899994,USA
Kabala Airport,Kabala,KBA,-11.5155601501,9.638322913429999,SLE
Buchanan Airport,Buchanan,UCN,-10.058333,5.904167,LBR
Greenville Sinoe Airport,Greenville,SNI,-9.066800117492676,5.0343098640441895,LBR
Nimba Airport,Nimba,NIA,-8.600000381469727,7.5,LBR
Gulgubip Airport,Gulgubip,GLP,141.5411,-5.2808,PNG
Sasstown Airport,Sasstown,SAZ,-8.433333396911621,4.6666669845581055,LBR
Tchien Airport,Tchien,THC,-8.138723373413086,6.045650482177734,LBR
Voinjama Airport,Voinjama,VOI,-9.767000198364258,8.399999618530273,LBR
Sidi Ifni Xx Airport,Sidi Ifni,SII,-10.187800407409668,29.36669921875,MAR
Safi Airport,Safi,SFI,-9.233329772949219,32.28329849243164,MAR
Richard Toll Airport,Richard Toll,RDT,-15.649999618530273,16.433000564575195,SEN
Simenti Airport,Simenti,SMY,-13.29539966583252,13.046799659729004,SEN
Boutilimit Airport,Boutilimit,OTL,-14.682999610900879,17.533000946044922,MRT
Tichitt Airport,Tichitt,THI,-9.517000198364258,18.450000762939453,MRT
Abbaye Airport,Boghe,BGH,-14.200000762939453,16.63331413269043,MRT
Timbedra Airport,Timbedra,TMD,-8.166999816894531,16.232999801635742,MRT
Akjoujt Airport,Akjoujt,AJJ,-14.383249282836914,19.733016967773438,MRT
Letfotar Airport,Moudjeria,MOM,-12.5,17.75,MRT
Tamchakett Airport,Tamchakett,THT,-10.817000389099121,17.232999801635742,MRT
Fderik Airport,Fderik,FGD,-12.732999801635742,22.66699981689453,MRT
Grand Cess Airport,Grand Cess,GRC,-8.2076,4.571,LBR
Garuahi Airport,Garuahi,GRH,150.487667,-10.225149,PNG
Granite Mountain Air Station,Granite Mountain,GMT,-161.2810059,65.40209961,USA
Chiquimula Airport,Chiquimula,CIQ,-89.520938,14.83092,GTM
Dos Lagunas Airport,Dos Lagunas,DON,-89.6884002686,17.6124000549,GTM
El Naranjo Airport,El Naranjo,ENJ,-90.817496,14.106931,GTM
Paso Caballos Airport,Paso Caballos,PCG,-90.25630187990001,17.2639007568,GTM
El Pet̩n Airport,Tikal,TKM,-89.6050033569336,17.226388931274414,GTM
Uaxactun Airport,Uaxactun,UAX,-89.63274383539999,17.3938884735,GTM
Playa Grande Airport,Playa Grande,PKJ,-90.74169921880001,15.997500419600001,GTM
Guriaso (Keraso) Airport,Guriaso,GUE,141.5895,-3.583167,PNG
Macenta Airport,Macenta,MCA,-9.525071,8.481857,GIN
Bok̩ Baralande Airport,Bok̩,BKJ,-14.2811,10.9658,GIN
Sambailo Airport,Koundara,SBI,-13.358499526978,12.572699546814,GIN
Gnarowein Airport,Gnarowein,GWN,146.248,-6.555,PNG
Bemichi Airport,Bemichi,BCG,-59.1666603088,7.6999998092699995,GUY
Degah Bur Airport,Degah Bur,DGC,43.5673,8.234,ETH
Fincha Airport,Fincha,FNH,37.349998474121094,9.583000183105469,ETH
Ghinnir Airport,Ghinnir,GNN,40.716999054,7.15000009537,ETH
Kelafo East Airport,Kelafo,LFO,44.349998474121094,5.6570000648498535,ETH
Metema Airport,Metema,ETE,36.1669998169,12.932999610899998,ETH
Mui River Airport,Omo National Park,MUJ,35.7485,5.8646,ETH
Soddu Airport,Soddu,SXU,37.75,6.816999912261963,ETH
Waca Airport,Waca,WAC,37.16699981689453,7.166999816894531,ETH
Warder Airport,Warder,WRA,45.3334,6.9724,ETH
Haycock Airport,Haycock,HAY,-161.156997681,65.20099639889999,USA
Hatzfeldhaven Airport,Hatzfeldhaven,HAZ,145.2056,-4.4033,PNG
Kirundo Airport,Kirundo,KRE,30.094575,-2.544772,BDI
Candala Airport,Candala,CXN,49.9085,11.494,SOM
Bardera Airport,NA,BSY,42.307778,2.336111,SOM
Eil Airport,Eyl,HCM,49.82,8.104,SOM
Gardo Airport,Gardo,GSR,49.08300018310547,9.517000198364258,SOM
Lugh Ganane Airport,Luuq,LGX,42.5459,3.8124,SOM
Beletwene Airport,Beledweyne,BLW,45.2388,4.766976,SOM
Obbia Airport,Obbia,CMO,48.516666412353516,5.366666793823242,SOM
Scusciuban Airport,Scusciuban,CMS,50.233001708984375,10.300000190734863,SOM
Ali-Sabieh Airport,Ali-Sabieh,AII,42.72,11.1468888889,DJI
Moucha Airport,Moucha Island,MHI,43.20000076293945,11.716667175292969,DJI
Capital International Airport,NA,CCE,31.837643,30.064358,EGY
El Minya Airport,Minya,EMY,30.730300903299998,28.1012992859,EGY
Sidi Barrani Airport,Sidi Barrani,SQK,25.878000259399,31.466600418091,EGY
Haelogo Airport,Haelogo,HEO,147.598434,-9.13658,PNG
Hanchey Army (Fort Rucker) Heliport,Fort Rucker Ozark,HEY,-85.65429688,31.34600067,USA
Tusi AHP (Hunter Liggett) Heliport,Fort Hunter Ligget Jolon,HGT,-121.2369995,35.99349976,USA
Tessenei Airport,Tessenei,TES,36.681711,15.104322,ERI
Eliye Springs Airport,Eliye Springs,EYS,35.96670150756836,3.216670036315918,KEN
Loyengalani Airport,Loyengalani,LOY,36.71699905395508,2.75,KEN
Marsabit Airport,Marsabit,RBT,37.999996,2.344254,KEN
Zwara Airport,Zuwara,WAX,12.01550006866455,32.952301025390625,LBY
Erandique Airport,Erandique,EDQ,-88.437225,14.235833,HND
Tahneta Pass Airport,Tahneta Pass Lodge,HNE,-147.304000854,61.901401519800004,USA
Nhon Co Airfield,Quang Duc,HOO,107.5638,11.9787,VNM
Sary Su Airport,Zhayrem,HRC,70.1915,48.3974,KAZ
Butare Airport,Butare,BTQ,29.7367000579834,-2.595829963684082,RWA
Ruhengeri Airport,Ruhengeri,RHG,29.632999420166016,-1.5,RWA
Azaza Airport,Gedaref,GSU,35.31700134277344,14.133000373840332,SDN
Galegu Airport,Dinder,DNX,35.06700134277344,12.532999992370605,SDN
Heglig Airport,Heglig Oilfield,HEG,29.397718,9.994933,SDN
Shangjie Airport,Zhengzhou,HSJ,113.273983,34.842153,CHN
Khashm El Girba Airport,Khashm El Girba,GBU,35.87799835205078,14.925000190734863,SDN
Kosti Airport,Kosti,KST,32.733001708984375,13.182999610900879,SDN
En Nahud Airport,En Nahud,NUD,28.33300018310547,12.666999816894531,SDN
New Halfa Airport,New Halfa,NHF,35.72779846191406,15.355600357055664,SDN
Wad Medani Airport,Wad Medani,DNI,33.526387,14.383605,SDN
Mwadui Airport,Mwadui,MWN,33.615542,-3.521332,TZA
Masasi Airport,Masasi,XMI,38.766998291015625,-10.732999801635742,TZA
Njombe Airport,Njombe,JOM,34.79999923706055,-9.350000381469727,TZA
Jinja Airport,Jinja,JIN,33.200000762900004,0.449999988079,UGA
Kololo Airstrip,Kampala,KLA,32.594,0.3262,UGA
Mbarara Airport,Mbarara,MBQ,30.5993995667,-0.555278003216,UGA
Masindi Airport,Masindi,KCU,31.7367000579834,1.7580599784851074,UGA
Tororo Airport,Tororo,TRY,34.16699981689453,0.6830000281333923,UGA
Hawabango Airport,Hawabango,HWA,146.003487,-7.392994,PNG
Sicogon Airstrip,Sicogon Island,ICO,123.2506,11.4595,PHL
Pulau Panjang Airport,Jakarta,PPJ,106.5625,-5.644444,IDN
"Noto Hadinegoro, Jember Airport",Jember,JBB,113.694439,-8.238056,IDN
Bawean Airport,Bawean,BXW,112.679592,-5.723676,IDN
Apalapsili Airport,Apalapsili,AAS,139.3108,-3.8832,IDN
Gunung Batin Airport,Astraksetra-Sumatra Island,AKQ,105.23200225830078,-4.61113977432251,IDN
Boalang Airport,Boalang-Celebes Island,BJG,122.1449966430664,-0.9728959798812866,IDN
Elelim Airport,Elelim-Papua Island,ELR,139.3861,-3.7826,IDN
Gag Island Airport,Gag Island,GAV,129.89500427246094,-0.4005559980869293,IDN
Kamur Airport,Kamur-Papua Island,KCD,138.6372,-6.1851,IDN
Kon Airport,Kon,KCI,127.050793,-8.349193,TLS
Keisah Airport,Keisah-Papua Island,KEA,140.5,-7.666669845581055,IDN
Kotabangun Airport,Kotabangun-Borneo Island,KOD,116.583335876,-0.266669988632,IDN
Kelila Airport,Kelila-Papua Island,LLN,138.6666717529297,-3.75,IDN
Lunyuk Airport,Lunyuk-Simbawa Island,LYK,117.2158,-8.9889,IDN
Mangunjaya Airport,Mangungaya-Sumatra Island,MJY,103.56700134277344,-2.733330011367798,IDN
Maliana airport,Maliana-Alor Island,MPT,125.00900268554687,-8.1677398681640625,IDN
Muting Airport,Muting,MUF,140.5668,-7.3147,IDN
Banaina Airport,Banaina-Borneo Island,NAF,117.125999451,2.72305011749,IDN
Obano Airport,Obano-Papua Island,OBD,136.2306,-3.9106,IDN
Purwokerto Airport,Purwokerto-Java Island,PWL,109.416999817,-7.4616699218799996,IDN
Rokot Airport,Rokot-Sumatra Island,RKI,100.75,-0.949999988079071,IDN
Yuruf Airport,Amgotro,RUF,140.958,-3.6333,IDN
Tumbang Samba Airport,Tumbang Samba-Borneo Island,TBM,113.0833,-1.4694,IDN
Tiom Airport,Tiom-Papua Island,TMY,138.4555,-3.9256,IDN
Ileg Airport,Ileg,ILX,145.8022,-5.4917,PNG
Iamalele Airport,"Iamalele, Fergusson Island",IMA,150.5246,-9.5107,PNG
Inhaminga Airport,Inhaminga,IMG,35.0045,-18.41,MOZ
Jagdalpur Airport,Jagdalpur,JGB,82.03679656982422,19.07430076599121,IND
Neyveli Airport,Neyveli,NVY,79.527381897,11.6129560471,IND
Rajouri Airport,Rajouri,RJI,74.31520080566406,33.377899169921875,IND
Chinde Airport,Chinde,INE,36.4489,-18.59,MOZ
Khaneh Airport,Khaneh,KHA,45.1500015259,36.733341217,IRN
Inus Airport,Inus,IUS,155.1498,-5.7568,PNG
Ivishak Airport,Ivishak River,IVH,-148.2881,69.4066,USA
Viveros Island Airport,Isla Viveros,IVI,-79.0016,8.4693,PAN
Jos Orno Imsula Airport,Tiakur,JIO,127.9075,-8.13911,IDN
Comandante Ariston Pessoa Airport,Jijoca de Jericoacoara,JJD,-40.357338,-2.906425,BRA
Quartz Creek Airport,Cooper Landing,JLA,-149.718994141,60.48270034789999,USA
Pan Am Building Heliport,New York,JPB,-73.9765,40.7533,USA
Pentagon Army Heliport,Washington,JPN,-77.0575027466,38.8740997314,USA
Animas Air Park,Durango,AMK,-107.869003296,37.203201293899994,USA
Broadus Airport,Broadus,BDX,-105.4540024,45.47249985,USA
Jackpot Airport/Hayden Field,Jackpot,KPT,-114.657997131,41.97600173949999,USA
Rolla Downtown Airport,Rolla,RLA,-91.8134994506836,37.935699462890625,USA
Humboldt Municipal Airport,Humboldt,HUD,-94.2452011108,42.736099243199995,USA
Ardmore Downtown Executive Airport,Ardmore,AHD,-97.1227035522,34.1469993591,USA
Lampson Field,Lakeport,CKE,-122.901000977,38.9906005859,USA
Montague-Yreka Rohrer Field,Montague,ROF,-122.54599762,41.7304000854,USA
Fremont County Airport,Ca̱on City,CNE,-105.106002808,38.428001403799996,USA
Rouses Point Seaplane Base,Rouses Point,RSX,-73.363502502441,44.99169921875,USA
Cooperstown-Westville Airport,Cooperstown,COP,-74.89099884030001,42.6291999817,USA
Gansner Field,Quincy,GNF,-120.945,39.943902,USA
Chiloquin State Airport,Chiloquin,CHZ,-121.879062653,42.579440493,USA
St. Mary's County Regional Airport,Leonardtown,LTW,-76.5501022339,38.3153991699,USA
Arapahoe Municipal Airport,Arapahoe,AHF,-99.90650177,40.339500427199994,USA
Princeton Airport,Princeton/Rocky Hill,PCT,-74.6588973999,40.3992004395,USA
Calverton Executive Airpark,Calverton,CTO,-72.7919006348,40.9151000977,USA
Grand Lake Regional Airport,Afton,NRI,-94.86190032959,36.577598571777,USA
Grants Pass Airport,Grants Pass,GTP,-123.388,42.510101,USA
Jerry Tyler Memorial Airport,Niles,NLE,-86.225196838379,41.835899353027,USA
Grand Coulee Dam Airport,Electric City,GCD,-119.083000183,47.922000885,USA
Valle Airport,Grand Canyon,VLE,-112.14800262451,35.65060043335,USA
Perry-Foley Airport,Perry,FPY,-83.58059692,30.0692997,USA
Manti-Ephraim Airport,Manti,NTJ,-111.6149979,39.32910156,USA
Central Jersey Regional Airport,Manville,JVI,-74.59839630130001,40.5243988037,USA
Eunice Airport,Eunice,UCE,-92.423797607422,30.466299057007,USA
Gold Beach Municipal Airport,Gold Beach,GOL,-124.4240036,42.41339874,USA
Kentland Municipal Airport,Kentland,KKT,-87.42819976810001,40.7587013245,USA
Prentice Airport,Prentice,PRW,-90.279297,45.542999,USA
Mesquite Airport,Mesquite,MFH,-114.0550003,36.83499908,USA
Florence Municipal Airport,Florence,FMU,-124.111000061,43.98279953,USA
Canton Municipal Airport,Canton,CTK,-96.570999,43.308899,USA
North Fork Valley Airport,Paonia,WPO,-107.646003723,38.8316993713,USA
Antlers Municipal Airport,Antlers,ATE,-95.6499023438,34.1926002502,USA
Wilgrove Air Park,Charlotte,QWG,-80.67009735110001,35.2137985229,USA
Austin Airport,Austin,ASQ,-117.195,39.467998,USA
Antrim County Airport,Bellaire,ACB,-85.198402,44.988602,USA
Lenawee County Airport,Adrian,ADG,-84.07730102539999,41.8676986694,USA
Albert Lea Municipal Airport,Albert Lea,AEL,-93.36720276,43.68149948,USA
Karato Airport,Karato,KAF,155.3052,-6.2655,PNG
USAF Academy Airfield,Colorado Springs,AFF,-104.8130035,38.96969986,USA
Jaffrey Airport Silver Ranch Airport,Jaffrey,AFN,-72.0029983521,42.805099487300005,USA
Afton Municipal Airport,Afton,AFO,-110.942001343,42.7112007141,USA
Ralph C Weiser Field,Magnolia,AGO,-93.217002,33.228001,USA
Amery Municipal Airport,Amery,AHH,-92.37539672850001,45.2811012268,USA
Atlantic Municipal Airport,Atlantic,AIO,-95.04689789,41.40729904,USA
George Downer Airport,Aliceville,AIV,-88.1978,33.106499,USA
Harriet Alexander Field,Salida,SLT,-106.04900360107,38.538299560547,USA
Ainsworth Regional Airport,Ainsworth,ANW,-99.992995,42.579201,USA
Anthony Municipal Airport,Anthony,ANY,-98.079597,37.158501,USA
A P Hill AAF (Fort A P Hill) Airport,Fort A. P. Hill,APH,-77.318298,38.068902,USA
Apple Valley Airport,Apple Valley,APV,-117.185997009,34.575298309299995,USA
Walnut Ridge Regional Airport,Walnut Ridge,ARG,-90.925111,36.124667,USA
Wharton Regional Airport,Wharton,WHT,-96.1544036865,29.254299163800003,USA
Harrison County Airport,Marshall,ASL,-94.307800293,32.5205001831,USA
John F Kennedy Memorial Airport,Ashland,ASX,-90.91899872,46.54850006,USA
Ashley Municipal Airport,Ashley,ASY,-99.3526000977,46.0238990784,USA
Artesia Municipal Airport,Artesia,ATS,-104.46800231899999,32.8525009155,USA
Austin Municipal Airport,Austin,AUM,-92.93340302,43.66500092,USA
Auburn Municipal Airport,Auburn,AUN,-121.0820007,38.95479965,USA
West Memphis Municipal Airport,West Memphis,AWM,-90.2343978882,35.1351013184,USA
Algona Municipal Airport,Algona,AXG,-94.2720031738,43.0778999329,USA
Altus Quartz Mountain Regional Airport,Altus,AXS,-99.3385,34.697952,USA
Neil Armstrong Airport,Wapakoneta,AXV,-84.29889679,40.49340057,USA
Angel Fire Airport,Angel Fire,AXX,-105.290000916,36.422000885,USA
Ft Devens Moore Army Air Field,NA,AYE,-71.60279846191406,42.56999969482422,USA
Arnold Air Force Base,Tullahoma,TUH,-86.08580017,35.39260101,USA
Marlboro County Jetport H.E. Avent Field,Bennettsville,BTN,-79.73439789,34.62170029,USA
Broken Bow Municipal Airport,Broken Bow,BBW,-99.6421966553,41.4365005493,USA
Virginia Tech Montgomery Executive Airport,Blacksburg,BCB,-80.4077987671,37.207599639899996,USA
Bell Island Hot Springs Seaplane Base,Bell Island,KBE,-131.572006226,55.9291000366,USA
Virgil I Grissom Municipal Airport,Bedford,BFR,-86.44539642,38.84000015,USA
Wayne County Airport,Wooster,BJJ,-81.88829803470001,40.874801635699995,USA
Allen C Perkinson Blackstone Army Air Field,Blackstone,BKT,-77.9574966431,37.0741996765,USA
Monmouth Executive Airport,Belmar/Farmingdale,BLM,-74.12490082,40.18690109,USA
Blue Canyon Nyack Airport,Emigrant Gap,BLU,-120.709999084,39.2750015259,USA
Berlin Regional Airport,Berlin,BML,-71.17590332,44.57540131,USA
Barnwell Regional Airport,Barnwell,BNL,-81.38829803,33.25780106,USA
Boone Municipal Airport,Boone,BNW,-93.8476028442,42.0495986938,USA
Big Spring Mc Mahon-Wrinkle Airport,Big Spring,HCA,-101.522003,32.212601,USA
Samuels Field,Bardstown,BRY,-85.4996032715,37.8143005371,USA
Skypark Airport,Bountiful,BTF,-111.927001953,40.8694000244,USA
Britton Municipal Airport,Britton,TTO,-97.743103027344,45.815200805664,USA
Pittsburgh/Butler Regional Airport,Butler,BTP,-79.949699,40.776901,USA
Cram Field,Burwell,BUB,-99.14969635010002,41.776699066199996,USA
Butler Memorial Airport,Butler,BUM,-94.3401031494,38.2897987366,USA
Bartlesville Municipal Airport,Bartlesville,BVO,-96.01119995,36.76250076,USA
Batesville Regional Airport,Batesville,BVX,-91.64730072,35.7262001,USA
Brawley Municipal Airport,Brawley,BWC,-115.5169983,32.99290085,USA
Harry Stern Airport,Wahpeton,WAH,-96.6073989868,46.2440986633,USA
Bowman Regional Airport,Bowman,BWM,-103.30075,46.1655193,USA
George R Carr Memorial Air Field,Bogalusa,BXA,-89.8649978638,30.813699722299997,USA
Johnson County Airport,Buffalo,BYG,-106.722000122,44.381099700899995,USA
Grand Geneva Resort Airport,Lake Geneva,XES,-88.389603,42.614899,USA
Craig Moffat Airport,Craig,CIG,-107.522003174,40.4952011108,USA
Clayton Municipal Airpark,Clayton,CAO,-103.166999817,36.4462013245,USA
Shalz Field,Colby,CBK,-101.0469971,39.42750168,USA
Caledonia County Airport,Lyndonville,LLX,-72.0179977417,44.5690994263,USA
Harrell Field,Camden,CDH,-92.7633972168,33.622798919699996,USA
Cessna Aircraft Field,Wichita,CEA,-97.2506027222,37.648601532,USA
Mettel Field,Connersville,CEV,-85.129699707,39.6985015869,USA
Kyle Oakley Field,Murray,CEY,-88.37280273,36.66460037,USA
Tuscola Area Airport,Caro,TZC,-83.445503234863,43.458801269531,USA
Greenlee County Airport,Clifton/Morenci,CFT,-109.2099991,32.95280075,USA
Cambridge Dorchester Airport,Cambridge,CGE,-76.03040314,38.53929901,USA
College Park Airport,College Park,CGS,-76.9223022461,38.9805984497,USA
Chickasha Municipal Airport,Chickasha,CHK,-97.96769714,35.09740067,USA
Arthur N Neu Airport,Carroll,CIN,-94.78900146480001,42.0461997986,USA
Cairo Regional Airport,Cairo,CIR,-89.2195968628,37.0644989014,USA
Kegelman AF Aux Field,Cherokee,CKA,-98.1231002808,36.7439002991,USA
Fletcher Field,Clarksdale,CKM,-90.512298584,34.2997016907,USA
Crookston Municipal Kirkwood Field,Crookston,CKN,-96.62159729,47.8417015076,USA
Clintonville Municipal Airport,Clintonville,CLI,-88.731300354,44.613800048799995,USA
Clinton Regional Airport,Clinton,CLK,-98.93270111,35.53829956,USA
Cliff Hatfield Memorial Airport,Calipatria,CLR,-115.521003723,33.131500244099996,USA
Sparta Fort Mc Coy Airport,Sparta,CMY,-90.7379,43.958302,USA
Chernofski Harbor Seaplane Base,Chernofski Harbor,KCN,-167.52027154,53.4028993416,USA
Blosser Municipal Airport,Concordia,CNK,-97.6522979736,39.549301147499996,USA
Merritt Island Airport,Merritt Island,COI,-80.6855010986,28.341600418099997,USA
Coleman Municipal Airport,Coleman,COM,-99.4036026001,31.841100692699996,USA
Compton Woodley Airport,Compton,CPM,-118.244003296,33.8899993896,USA
Colorado Creek Airport,Colorado Creek,KCR,-155.988998413,63.5676994324,USA
Corcoran Airport,Corcoran,CRO,-119.595001,36.102502,USA
C David Campbell Field Corsicana Municipal Airport,Corsicana,CRS,-96.4005966187,32.0280990601,USA
Z M Jack Stell Field,Crossett,CRT,-91.8802032471,33.1782989502,USA
Roscoe Turner Airport,Corinth,CRX,-88.6035003662,34.9150009155,USA
Creston Municipal Airport,Creston,CSQ,-94.36329650879999,41.021400451699996,USA
Sampson County Airport,Clinton,CTZ,-78.3646011353,34.9756011963,USA
Sharp County Regional Airport,Ash Flat,CKK,-91.56259918,36.26490021,USA
Chennault International Airport,Lake Charles,CWF,-93.14320373540001,30.2105998993,USA
Dimmit County Airport,Carrizo Springs,CZT,-99.823600769,28.522199630699998,USA
Tioga Municipal Airport,Tioga,VEX,-102.8980026,48.38050079,USA
Decorah Municipal Airport,Decorah,DEH,-91.73940277,43.27550125,USA
Defiance Memorial Airport,Defiance,DFI,-84.4288024902,41.3375015259,USA
Converse County Airport,Douglas,DGW,-105.3860016,42.79719925,USA
Dillon Airport,Dillon,DLN,-112.553001404,45.255401611299995,USA
Sedalia Memorial Airport,Sedalia,DMO,-93.17590332030001,38.70740127559999,USA
Denison Municipal Airport,Denison,DNS,-95.38069916,41.9864006,USA
Kandep Airport,Kandep,KDP,143.507222222,-5.84061111111,PNG
Michael AAF (Dugway Proving Ground) Airport,Dugway Proving Ground,DPG,-112.9369965,40.19940186,USA
Kamaran Downs Airport,Kamaran Downs,KDS,139.2785,-24.3388,AUS
Dansville Municipal Airport,Dansville,DSV,-77.7130966187,42.570899963399995,USA
Detroit Lakes Airport - Wething Field,Detroit Lakes,DTL,-95.88569641,46.82519913,USA
Eaker Field,Durant,DUA,-96.39450073,33.942298890000004,USA
Davenport Municipal Airport,Davenport,DVN,-90.58830261,41.61029816,USA
Slayton Municipal Airport,Slayton,NSL,-95.782600402832,43.986801147461,USA
Wright Field,Dayton,DWF,-84.10444444439999,39.78,USA
Angama Airport,Maasai Mara,ANA,34.955513,-1.27156,KEN
Kiunga Airport,Kiunga,KIU,41.484344482421875,-1.7438290119171143,KEN
Liboi Airport,Liboi,LBK,40.88169860839844,0.3483330011367798,KEN
Lake Baringo Airport,Lake Baringo,LBN,36.104190826416016,0.6661030054092407,KEN
Lake Rudolf Airport,Lake Rudolf,LKU,35.883331298828125,3.4166669845581055,KEN
Mumias Airport,Mumias,MUM,34.528234,0.355399,KEN
Roy Hurd Memorial Airport,Monahans,MIF,-102.90899658203,31.582500457764,USA
Ohkay Owingeh Airport,Espanola,ESO,-106.04599762,36.0299987793,USA
Whiteriver Airport,Whiteriver,WTR,-109.9869995,33.8125,USA
Bagdad Airport,Bagdad,BGT,-113.169998169,34.5959014893,USA
Phifer Airfield,Wheatland,EAN,-104.929001,42.0555,USA
Webster City Municipal Airport,Webster City,EBS,-93.86889648,42.43659973,USA
Mondell Field,Newcastle,ECS,-104.318001,43.885399,USA
Northeastern Regional Airport,Edenton,EDE,-76.56710052490001,36.027698516799994,USA
Northeast Kingdom International Airport,Newport,EFK,-72.229202,44.888802,USA
